Regiao;Estado;Cod_Munic;Cod_escola;Localizacao;Dependencia_administrativa;TotalApr;TDI;DSU;ATU;AFD
Sul;SC;4208807;42010284;Urbana;Estadual;63;29,2;95;28;83,7
Sul;SC;4208807;42010594;Urbana;Estadual;81,8;20,7;94,7;26,6;64,7
Sul;SC;4208906;42091268;Rural;Estadual;94,4;12,7;83,3;27,5;67,7
Sul;SC;4208906;42091276;Urbana;Estadual;88,5;18,4;96,2;25;62,6
Sul;SC;4208906;42091390;Urbana;Estadual;84,5;16,3;95,2;26,3;74,1
Sul;SC;4208906;42091403;Urbana;Privada;98,5;1,4;100;41,6;54,8
Sul;SC;4208906;42091411;Urbana;Estadual;93,1;11,2;94,4;30,3;72,6
Sul;SC;4208906;42091420;Urbana;Estadual;89,2;10,8;100;21,1;55,6
Sul;SC;4208906;42091462;Urbana;Privada;100;4,3;100;39;90,2
Sul;SC;4208906;42091470;Urbana;Estadual;84,8;13;95,7;25,9;61,8
Sul;SC;4208906;42091543;Urbana;Estadual;79,7;16,6;97,6;28,7;82,4
Sul;SC;4208906;42091551;Urbana;Estadual;88,8;30,8;96,7;23,4;66
Sul;SC;4208906;42091560;Urbana;Privada;98,4;1;100;38,4;58,9
Sul;SC;4208906;42091578;Urbana;Privada;96,3;0,7;94,4;27,8;71,4
Sul;SC;4208906;42091594;Urbana;Estadual;81,1;15;92,6;27,9;60,1
Sul;SC;4208906;42091659;Urbana;Estadual;82,2;21,6;81,3;25;45
Sul;SC;4208906;42091845;Urbana;Estadual;89,3;18,8;91,9;28,4;71,1
Sul;SC;4208906;42091853;Urbana;Estadual;87,1;13,2;95,5;32,3;72,1
Sul;SC;4208906;42091861;Urbana;Estadual;80,6;18,2;96,1;32,3;66,8
Sul;SC;4208906;42131073;Urbana;Estadual;81,8;16,1;95,2;31,9;85,7
Sul;SC;4208906;42131081;Urbana;Estadual;75,3;20,6;100;31,6;54,7
Sul;SC;4208906;42132258;Urbana;Federal;92,7;36,8;100;27,3;44,1
Sul;SC;4208906;42148200;Urbana;Privada;99,3;2,1;100;32,6;35,2
Sul;SC;4208906;42152038;Urbana;Privada;100;7,9;92,9;21;82,4
Sul;SC;4208955;42057841;Urbana;Estadual;92,1;18,9;93,3;12,3;64
Sul;SC;4209003;42041821;Urbana;Estadual;79,2;29,9;87,5;26,1;78,5
Sul;SC;4209003;42041864;Urbana;Privada;98,9;0;100;37,2;81,3
Sul;SC;4209003;42041880;Urbana;Estadual;85,1;10,8;100;25,4;63,4
Sul;SC;4209003;42041937;Urbana;Privada;97,4;2,5;100;26,3;76,3
Sul;SC;4209003;42067260;Urbana;Privada;97,2;5,6;84,6;12;64,7
Sul;SC;4209003;42116074;Urbana;Privada;99,1;6;100;38,7;78,8
Sul;SC;4209102;42020360;Urbana;Estadual;83,2;18,9;95;26,5;67
Sul;SC;4209102;42020387;Urbana;Estadual;74,3;25,3;95;19,4;77,9
Sul;SC;4209102;42020395;Urbana;Estadual;81,5;18,1;95,2;27,5;73,1
Sul;SC;4209102;42020425;Urbana;Estadual;83,2;23,5;93,9;28,8;66,2
Sul;SC;4209102;42020433;Urbana;Estadual;100;12,2;88,35;27,3;63,7
Sul;SC;4209102;42020441;Urbana;Estadual;72;27,2;96,2;27,1;73,5
Sul;SC;4209102;42020468;Urbana;Estadual;75,1;24,3;87,8;26,4;65
Sul;SC;4209102;42020484;Urbana;Estadual;78,4;37,2;92;24,8;59,4
Sul;SC;4209102;42020492;Urbana;Privada;97;1,4;100;35,4;60
Sul;SC;4209102;42020506;Urbana;Estadual;95;6,7;88,15;22,3;71,7
Sul;SC;4209102;42020514;Urbana;Estadual;91,7;11;96;24,5;74,7
Sul;SC;4209102;42020522;Urbana;Estadual;85;20,7;94,3;25,4;67,2
Sul;SC;4209102;42020530;Urbana;Privada;100;2,2;100;31,6;76,8
Sul;SC;4209102;42020549;Urbana;Privada;100;8,8;88,7;19;58,3
Sul;SC;4209102;42020557;Urbana;Privada;98,2;19,8;100;27,8;64,4
Sul;SC;4209102;42020565;Urbana;Privada;99,2;2,3;94,4;32,9;62,3
Sul;SC;4209102;42020581;Urbana;Estadual;84,1;23,1;98,5;29,7;90,2
Sul;SC;4209102;42020590;Urbana;Privada;90,3;5,6;100;32,4;81,6
Sul;SC;4209102;42020689;Urbana;Estadual;78;24,5;93,8;26,7;77,7
Sul;SC;4209102;42020719;Rural;Estadual;91,8;26,7;88;21;46,4
Sul;SC;4209102;42020786;Urbana;Estadual;78,7;20,1;92,2;27,9;71,3
Sul;SC;4209102;42020794;Urbana;Estadual;87,7;17,2;97,5;29,9;67
Sul;SC;4209102;42020808;Urbana;Estadual;77,1;27,6;94,9;26,8;73,7
Sul;SC;4209102;42020816;Urbana;Estadual;81,9;20,8;100;25,2;69,4
Sul;SC;4209102;42020824;Urbana;Estadual;93,4;11,4;91,3;26,4;47,5
Sul;SC;4209102;42020832;Urbana;Estadual;93,3;10,2;94,3;30,6;51,6
Sul;SC;4209102;42021081;Urbana;Estadual;89,1;15,2;100;27,9;65,9
Sul;SC;4209102;42021090;Urbana;Estadual;81,1;24,3;100;19,4;57,7
Sul;SC;4209102;42021103;Rural;Estadual;88,6;16,3;100;22,9;70,3
Sul;SC;4209102;42021421;Urbana;Estadual;89,8;31,2;96,3;29,3;61,7
Sul;SC;4209102;42021430;Urbana;Estadual;77,8;26,6;90,3;23,6;67,7
Sul;SC;4209102;42021448;Urbana;Estadual;93;17,5;86,5;24,9;63,4
Sul;SC;4209102;42055253;Urbana;Privada;100;7,7;100;19,5;76,9
Sul;SC;4209102;42070880;Urbana;Privada;98,6;5,6;100;24;95,1
Sul;SC;4209102;42073790;Urbana;Privada;98,6;4,3;100;23,3;78,9
Sul;SC;4209102;42101875;Urbana;Estadual;99,5;26,9;88,2;24;59,2
Sul;SC;4209102;42109167;Urbana;Estadual;88,9;28,1;100;16;60
Sul;SC;4209102;42109213;Urbana;Estadual;68,5;29,5;96,7;29;65,7
Sul;SC;4209102;42112141;Urbana;Privada;99,4;3,9;92;33,2;52,6
Sul;SC;4209102;42121191;Urbana;Privada;97,7;1,5;100;51,8;46,7
Sul;SC;4209102;42133394;Urbana;Estadual;74,5;27,8;96,3;31,2;70,3
Sul;SC;4209102;42141990;Urbana;Estadual;75,1;29,5;97,55;28,8;69,8
Sul;SC;4209102;42142008;Urbana;Privada;98,5;6,9;100;32,8;54,9
Sul;SC;4209102;42142822;Urbana;Privada;98,1;1,8;100;36,2;52,1
Sul;SC;4209102;42150027;Urbana;Federal;80,2;40,2;96,95;26,2;5,7
Sul;SC;4209102;42152704;Urbana;Estadual;81,1;22,3;95,2;34,6;80,9
Sul;SC;4209102;42152720;Urbana;Estadual;83,1;27,2;91;31,1;62,2
Sul;SC;4209102;42154251;Urbana;Estadual;88,6;0;93,8;18;58,3
Sul;SC;4209102;42156335;Urbana;Privada;98,4;3,7;95;36,2;45,8
Sul;SC;4209102;42156343;Urbana;Privada;99,5;4,2;100;31,4;31,4
Sul;SC;4209102;42280265;Urbana;Privada;98,8;7,2;87,95;23,9;66,7
Sul;SC;4209151;42024498;Urbana;Estadual;90,8;22,4;85;17,9;56,3
Sul;SC;4209151;42104866;Rural;Estadual;82,4;52,6;20;6,3;0
Sul;SC;4209151;42144205;Rural;Estadual;86,5;48,9;64,3;15,3;16,7
Sul;SC;4209177;42086272;Urbana;Estadual;79;10;92,9;16,7;91,7
Sul;SC;4209201;42047331;Urbana;Estadual;81,1;24,6;85;11,4;51,2
Sul;SC;4209300;42028485;Urbana;Estadual;72,2;34,4;90,9;12,9;78,6
Sul;SC;4209300;42028493;Urbana;Privada;97,4;2,9;100;40;59
Sul;SC;4209300;42028507;Urbana;Estadual;91,4;30;90,9;18;68,1
Sul;SC;4209300;42028523;Urbana;Estadual;88,3;20,7;100;20,7;49,3
Sul;SC;4209300;42028540;Urbana;Estadual;80;25,4;90,5;21;53,1
Sul;SC;4209300;42028981;Urbana;Estadual;86;25,3;97,2;24,3;69
Sul;SC;4209300;42028990;Urbana;Privada;96,1;2,2;100;36,8;64,5
Sul;SC;4209300;42029007;Urbana;Estadual;67,3;46,8;97;16,9;69,4
Sul;SC;4209300;42029465;Urbana;Estadual;73,5;30,3;96,6;29,3;63,6
Sul;SC;4209300;42029481;Urbana;Estadual;74,1;31,3;95;19,2;71,8
Sul;SC;4209300;42029627;Urbana;Estadual;88,3;34,4;81,3;15,3;70,8
Sul;SC;4209300;42029945;Urbana;Estadual;83;20,6;98;27,3;79,6
Sul;SC;4209300;42029953;Urbana;Estadual;73,6;24,6;92,2;29,4;74,8
Sul;SC;4209300;42029961;Urbana;Estadual;94,7;13,4;90,6;24,5;80,6
Sul;SC;4209300;42029988;Urbana;Estadual;79,3;28,9;97,4;21,8;68,2
Sul;SC;4209300;42030129;Urbana;Estadual;95,3;26,4;100;22,8;59,5
Sul;SC;4209300;42030447;Urbana;Estadual;70,5;40,4;93,9;21,4;67,1
Sul;SC;4209300;42030455;Urbana;Estadual;70,6;33,8;90,9;24,8;67,6
Sul;SC;4209300;42030463;Urbana;Estadual;75,9;36,7;94,6;22,7;76,1
Sul;SC;4209300;42030471;Urbana;Estadual;86,6;28;94,4;16,9;77,8
Sul;SC;4209300;42105773;Rural;Municipal;95,1;15,5;94,1;7;84
Sul;SC;4209300;42143390;Urbana;Privada;100;1,8;88,9;38;75,9
Sul;SC;4209300;42143969;Urbana;Privada;93;1,4;100;35,9;86,5
Sul;SC;4209300;42144671;Urbana;Estadual;88,5;24,7;62,5;14,2;82,2
Sul;SC;4209300;42152070;Urbana;Estadual;96,6;6,7;94,7;25;71,8
Sul;SC;4209409;42093473;Rural;Estadual;92,9;19,5;95,2;21,8;85,4
Sul;SC;4209409;42093490;Urbana;Estadual;82,4;23,9;93,3;19,5;91,5
Sul;SC;4209409;42093503;Rural;Estadual;93,6;8,7;92,9;15,3;80,6
Sul;SC;4209409;42093520;Urbana;Estadual;89;19,5;92,6;22,5;84,7
Sul;SC;4209409;42093716;Rural;Estadual;82,4;15,1;81,3;21,5;83,3
Sul;SC;4209409;42093872;Urbana;Privada;97,8;6,1;93,3;38;90,6
Sul;SC;4209409;42093899;Urbana;Estadual;76,2;42,9;95;24,5;64,5
Sul;SC;4209409;42093910;Urbana;Estadual;81,7;36,9;92,6;26,2;59,6
Sul;SC;4209409;42093937;Urbana;Privada;95,3;2,3;84,6;29;74,4
Sul;SC;4209458;42085250;Urbana;Estadual;97,8;21,7;93,3;15,3;45,1
Sul;SC;4209508;42026040;Urbana;Estadual;93,9;11,4;95,8;19,4;83,3
Sul;SC;4209607;42014670;Urbana;Estadual;85,3;26,5;88,9;17;55,7
Sul;SC;4209607;42014689;Urbana;Estadual;86,2;18,1;91,2;23,8;55
Sul;SC;4209706;42075491;Urbana;Estadual;56,7;33,3;85;12,6;34,1
Sul;SC;4209706;42075947;Urbana;Estadual;84,4;19,2;97,1;20,8;63,4
Sul;SC;4209706;42106575;Rural;Estadual;100;11,6;92,3;14,3;56,5
Sul;SC;4209805;42096847;Urbana;Estadual;93,8;10,7;94,7;21,3;66,1
Sul;SC;4209854;42048648;Urbana;Estadual;88,2;16,8;94,7;15,6;67,2
Sul;SC;4209904;42026660;Urbana;Estadual;84,6;24;93,3;26,5;61,6
Sul;SC;4210001;42070899;Urbana;Estadual;87,1;24,7;94,1;28,3;33,3
Sul;SC;4210001;42071135;Urbana;Estadual;82,1;20,3;92,6;26,4;54,9
Sul;SC;4210035;42041910;Urbana;Estadual;91,4;16,8;91,7;24,9;69,3
Sul;SC;4210035;42047692;Urbana;Federal;95,4;8,8;100;22,8;85,2
Sul;SC;4210050;42072310;Urbana;Estadual;98;9,8;72,7;17;35,3
Sul;SC;4210100;42014247;Urbana;Privada;98,5;0,7;92,3;45;87,5
Sul;SC;4210100;42038570;Urbana;Estadual;94,3;8,6;100;17,5;86,8
Sul;SC;4210100;42038898;Urbana;Estadual;80,3;19,7;96,8;22,3;63,3
Sul;SC;4210100;42038901;Urbana;Privada;100;2;100;16,3;100
Sul;SC;4210100;42038936;Urbana;Estadual;94,4;7,1;96,7;26;48,8
Sul;SC;4210100;42038944;Urbana;Estadual;80,3;25,5;100;21,9;66,4
Sul;SC;4210100;42039452;Urbana;Estadual;82,3;16,8;93,9;26,8;64,3
Sul;SC;4210100;42039460;Urbana;Estadual;70;23,5;100;21,3;52,4
Sul;SC;4210100;42039479;Urbana;Estadual;88,3;8,7;100;21,2;64,4
Sul;SC;4210209;42082382;Rural;Estadual;96,3;21,2;53,3;13;35,5
Sul;SC;4210209;42082390;Urbana;Estadual;97,1;11,8;64,3;17;45,2
Sul;SC;4210308;42090148;Urbana;Estadual;84,8;21,2;94,7;19,5;58,1
Sul;SC;4210407;42076978;Urbana;Estadual;85,7;18,1;91,3;22,1;52
Sul;SC;4210506;42061300;Urbana;Estadual;80,9;19;93,8;23,4;51,6
Sul;SC;4210506;42061350;Urbana;Estadual;91;20;100;20;73,3
Sul;SC;4210506;42061857;Urbana;Estadual;80,3;25,3;100;21,6;84,2
Sul;SC;4210506;42118255;Urbana;Privada;100;6,3;100;8;73,9
Sul;SC;4210555;42085241;Urbana;Estadual;100;13;92,9;15,3;41,7
Sul;SC;4210605;42092337;Rural;Estadual;94,4;9,5;85,7;24,7;44,4
Sul;SC;4210605;42092353;Rural;Estadual;91;10,4;100;22,3;75
Sul;SC;4210605;42092663;Urbana;Estadual;88,6;13,9;82,6;34,3;57
Sul;SC;4210704;42073065;Urbana;Estadual;82,7;22,2;81,3;16,5;52,8
Sul;SC;4210803;42079250;Urbana;Estadual;92,7;19,1;97,2;17,1;58,3
Sul;SC;4210852;42025419;Urbana;Estadual;92,1;11,2;86,7;22,3;45,8
Sul;SC;4210902;42056853;Urbana;Estadual;96,7;14,1;93,3;15;56,3
Sul;SC;4211009;42065577;Urbana;Estadual;92,1;10;95,5;25,5;67,8
Sul;SC;4211058;42045533;Urbana;Estadual;73,8;22,4;87,1;23,6;61,5
Sul;SC;4211108;42041082;Urbana;Estadual;88,1;15;83,3;13,3;66,7
Sul;SC;4211108;42041350;Urbana;Estadual;84,1;20,7;90;26,4;76,3
Sul;SC;4211207;42014956;Urbana;Estadual;83,3;20,1;94,7;25,1;57
Sul;SC;4211207;42014964;Urbana;Estadual;67,1;24,1;94,4;21,8;59,7
Sul;SC;4211256;42078946;Urbana;Estadual;90,7;12,5;81,3;16;75
Sul;SC;4211306;42069432;Urbana;Privada;99,1;1,7;90;40;63,9
Sul;SC;4211306;42069491;Urbana;Estadual;79,2;26,4;94,1;29,1;59,9
Sul;SC;4211306;42069505;Urbana;Estadual;80,8;31,8;84,2;17,8;57,1
Sul;SC;4211306;42069580;Urbana;Estadual;71;22,1;90,6;28,3;57,7
Sul;SC;4211306;42069602;Urbana;Estadual;85,4;18,2;100;25,1;64,8
Sul;SC;4211306;42069610;Urbana;Estadual;78;21,1;91,9;31,6;47,3
Sul;SC;4211306;42107083;Urbana;Privada;97,5;1,3;100;26;75
Sul;SC;4211306;42142148;Urbana;Privada;100;0;94,4;27,8;58,1
Sul;SC;4211306;42152666;Urbana;Estadual;85,3;16,3;85,7;36,8;38,7
Sul;SC;4211405;42056470;Urbana;Estadual;77,2;16;94,1;20,8;64,3
Sul;SC;4211454;42053870;Urbana;Estadual;89,3;12,9;86,7;20,7;78,6
Sul;SC;4211504;42083060;Urbana;Estadual;89,8;10,7;96,8;31,8;80,8
Sul;SC;4211603;42013755;Urbana;Estadual;91,7;15,7;93,8;17,5;57,9
Sul;SC;4211603;42013763;Urbana;Estadual;91,8;15,3;100;22,4;64,2
Sul;SC;4211603;42013771;Urbana;Estadual;92,1;15,9;100;18,9;50
Sul;SC;4211652;42059704;Urbana;Estadual;91,4;13,7;94,1;19,9;70,2
Sul;SC;4211702;42007437;Urbana;Privada;100;0;92,3;18,7;65,6
Sul;SC;4211702;42007984;Urbana;Estadual;82,9;20,9;90,4;23,3;52,3
Sul;SC;4211702;42140188;Urbana;Privada;100;0;80;17;63,6
Sul;SC;4211751;42031060;Urbana;Estadual;84,2;21,2;92,1;20,6;56,4
Sul;SC;4211751;42031079;Urbana;Estadual;69,4;27;92,3;12,3;56,3
Sul;SC;4211751;42031087;Urbana;Estadual;85,7;14,2;89,7;16,8;83,8
Sul;SC;4211801;42047358;Rural;Estadual;90;12,1;100;11;83,3
Sul;SC;4211801;42047668;Urbana;Estadual;88,6;20,9;95,7;15,7;67,3
Sul;SC;4211850;42086680;Urbana;Estadual;78,6;15,1;90,9;24,3;66,7
Sul;SC;4211876;42051444;Urbana;Estadual;98,3;13,3;91,7;20;75
Sul;SC;4211892;42030102;Urbana;Estadual;96,6;15,5;92,3;9,7;69,4
Sul;SC;4211900;42004039;Urbana;Estadual;78,7;35,1;100;24,1;69,4
Sul;SC;4211900;42004047;Urbana;Estadual;61,8;49,9;97,6;25,1;72,6
Sul;SC;4211900;42004209;Urbana;Estadual;62,9;48,6;97,8;28,1;66,9
Sul;SC;4211900;42004217;Urbana;Estadual;73;34,5;100;27,3;76,4
Sul;SC;4211900;42004225;Urbana;Estadual;76,4;37,1;100;26,3;58,3
Sul;SC;4211900;42004330;Urbana;Estadual;74,5;30,9;92;27;72,7
Sul;SC;4211900;42004381;Urbana;Estadual;83,1;28,3;97,9;26,1;76
Sul;SC;4211900;42004500;Urbana;Estadual;74;31,2;99;27,2;68
Sul;SC;4211900;42004519;Urbana;Estadual;78,1;27,5;96,6;32,1;76,2
Sul;SC;4211900;42004535;Urbana;Estadual;79,9;29,2;96,4;26,8;62,3
Sul;SC;4211900;42066670;Urbana;Federal;75,8;39,3;100;32,8;6,9
Sul;SC;4211900;42073944;Urbana;Privada;99,1;1,8;94,7;27,8;65,2
Sul;SC;4211900;42116210;Urbana;Privada;96,7;4;100;25;80
Sul;SC;4211900;42123763;Urbana;Privada;100;2,3;50;14,7;45,5
Sul;SC;4211900;42129346;Rural;Estadual;57,1;76,2;28,6;10,5;0
Sul;SC;4211900;42130913;Urbana;Privada;98,3;6,9;76,9;19,3;71,4
Sul;SC;4211900;42136776;Urbana;Privada;95,7;4,2;90,9;31,7;50
Sul;SC;4211900;42141311;Urbana;Privada;93,5;0,9;100;21,6;88,2
Sul;SC;4211900;42149223;Urbana;Privada;55;25,6;100;43;83,3
Sul;SC;4211900;42154529;Urbana;Privada;95,8;3,5;100;36;83
Sul;SC;4211900;42156718;Urbana;Estadual;92,2;15,5;84;36,7;64,9
Sul;SC;4211900;42159571;Urbana;Privada;89,5;0;91,7;19;61,5
Sul;SC;4211900;42160073;Urbana;Privada;96,4;0;100;30;76,5
Sul;SC;4211900;42160715;Urbana;Privada;91;8,6;100;31;82,5
Sul;SC;4212007;42066824;Rural;Estadual;89,3;19,2;84,6;8,7;52
Sul;SC;4212007;42067111;Urbana;Estadual;75,4;12,2;90,9;21,8;44,7
Sul;SC;4212056;42031095;Urbana;Estadual;91,1;32,1;78,9;11,2;54,1
Sul;SC;4212106;42054699;Rural;Estadual;92,9;10,3;100;9,7;63,9
Sul;SC;4212106;42055237;Urbana;Estadual;85,8;19,7;87,5;18,5;56
Sul;SC;4212106;42055245;Urbana;Estadual;92,9;13;100;16,7;76,4
Sul;SC;4212106;42087392;Urbana;Privada;100;0;100;4;66,7
Sul;SC;4212205;42040590;Rural;Estadual;91,8;19,4;87,5;24;41,7
Sul;SC;4212205;42040930;Urbana;Estadual;85,8;16,4;95,6;24,2;58,7
Sul;SC;4212205;42040949;Urbana;Estadual;87,3;25;95,5;27,2;43,9
Sul;SC;4212239;42060583;Urbana;Estadual;90,9;16;100;16,7;60,5
Sul;SC;4212254;42079390;Urbana;Estadual;84,8;22,7;92,3;24,7;80,8
Sul;SC;4212270;42087724;Urbana;Estadual;77,3;30,8;100;14,8;56,6
Sul;SC;4212304;42005990;Urbana;Estadual;75,8;36;95,2;27,8;53,2
Sul;SC;4212403;42009626;Urbana;Estadual;80,2;25,4;100;25,2;62
Sul;SC;4212502;42069688;Urbana;Estadual;78,3;21,8;93,8;26;67,4
Sul;SC;4212502;42069696;Urbana;Estadual;88,6;20,4;95,5;30,3;60,1
Sul;SC;4212502;42069700;Urbana;Estadual;84,5;18,3;95,5;26,9;67,9
Sul;SC;4212502;42069807;Urbana;Estadual;67,6;25,3;94,1;24,9;63,5
Sul;SC;4212601;42049725;Urbana;Estadual;92,4;13,8;88,9;15,7;59,1
Sul;SC;4212650;42093481;Rural;Estadual;91,1;27,2;91,7;15,6;75,3
Sul;SC;4212650;42093538;Rural;Estadual;85,4;19,6;95,2;21,9;55,8
Sul;SC;4212700;42096057;Urbana;Estadual;94,7;19,5;75;13,7;44,3
Sul;SC;4212700;42096260;Urbana;Estadual;87,1;18,9;78,6;17,9;38,8
Sul;SC;4212809;42071151;Urbana;Privada;97;5,8;88,9;25,8;53,2
Sul;SC;4212809;42071321;Urbana;Estadual;73,3;22,5;97,6;28,3;70,3
Sul;SC;4212809;42114063;Urbana;Privada;93,1;1,4;66,7;24;58,1
Sul;SC;4212908;42056756;Urbana;Estadual;86,2;20,8;93,8;25;77,5
Sul;SC;4212908;42056764;Urbana;Estadual;84,6;20;94,7;20;46,3
Sul;SC;4212908;42142750;Urbana;Privada;94,5;3,6;90;18,3;76,3
Sul;SC;4213005;42074312;Urbana;Estadual;79,8;22,6;84,2;20,7;44
Sul;SC;4213104;42051371;Urbana;Estadual;94,3;8,3;95,8;21,3;55,3
Sul;SC;4213153;42054281;Urbana;Estadual;82,4;12,2;78,9;15;73,6
Sul;SC;4213203;42016274;Urbana;Privada;100;4;83,3;8,3;64,3
Sul;SC;4213203;42016290;Urbana;Estadual;87,3;10,4;94,4;27,2;55,3
Sul;SC;4213203;42016410;Urbana;Privada;100;2,1;100;32;74,4
Sul;SC;4213203;42016444;Urbana;Estadual;82,4;17;85,7;24,5;66,2
