Regiao;Estado;Cod_Munic;Cod_escola;Localizacao;Dependencia_administrativa;TotalApr;TDI;DSU;ATU;AFD
Sul;SC;4213203;42141770;Urbana;Estadual;93,9;18,2;90,5;28,3;48,3
Sul;SC;4213302;42038057;Urbana;Estadual;89,1;17,1;78,6;21,5;59,7
Sul;SC;4213302;42038065;Urbana;Estadual;87,5;28;83,3;16,7;32,8
Sul;SC;4213351;42034949;Urbana;Estadual;88,2;14,9;80;16,8;57,1
Sul;SC;4213401;42087716;Urbana;Estadual;83,3;32,1;85,7;13,3;46,5
Sul;SC;4213401;42088160;Urbana;Estadual;80,6;23,2;82,6;21,9;65,4
Sul;SC;4213500;42070635;Urbana;Estadual;70;25,5;95,1;29,3;53,1
Sul;SC;4213500;42145481;Urbana;Privada;93,8;5,3;73,3;26,4;59,3
Sul;SC;4213609;42090580;Urbana;Estadual;78,3;19,8;96,1;24,1;75
Sul;SC;4213609;42090598;Urbana;Privada;96,2;5,1;100;26;76,9
Sul;SC;4213609;42090601;Urbana;Privada;98,6;1,4;100;24,2;62,9
Sul;SC;4213609;42090610;Urbana;Estadual;87,3;17,4;93,5;21,3;46,8
Sul;SC;4213609;42090628;Urbana;Estadual;71,5;32,1;100;17,8;76,4
Sul;SC;4213609;42090687;Urbana;Estadual;56,3;57,6;100;22;89,6
Sul;SC;4213609;42090695;Urbana;Estadual;77,9;17,3;94,4;18,8;61,1
Sul;SC;4213609;42090903;Urbana;Estadual;77,1;25,7;100;17,5;45,8
Sul;SC;4213609;42123640;Urbana;Privada;97,2;11,1;100;12;58,3
Sul;SC;4213708;42027560;Urbana;Estadual;97,9;4,2;76,9;16;39,6
Sul;SC;4213708;42027586;Urbana;Estadual;78,3;21,8;86,4;24,5;50,9
Sul;SC;4213708;42027896;Urbana;Estadual;80,5;22;94,1;23,4;42,8
Sul;SC;4213807;42080088;Urbana;Estadual;82,3;17,9;100;26,3;59,4
Sul;SC;4213906;42049253;Urbana;Estadual;91,7;10,2;83,3;19,7;41,7
Sul;SC;4214003;42025508;Rural;Estadual;97,1;16,7;100;12;55,6
Sul;SC;4214003;42025710;Urbana;Estadual;86,9;18,2;80,8;25,2;71,9
Sul;SC;4214003;42025729;Urbana;Estadual;89,2;22,3;90,5;22,4;62,5
Sul;SC;4214102;42026890;Urbana;Estadual;90,1;19,1;78,6;22,3;36,1
Sul;SC;4214151;42064619;Urbana;Estadual;97,6;12,3;93,8;24,4;50
Sul;SC;4214201;42058732;Urbana;Estadual;89;12,4;95,7;23,5;44,1
Sul;SC;4214300;42005795;Urbana;Estadual;90;15,3;88,2;19,6;75,7
Sul;SC;4214409;42072689;Urbana;Estadual;81,5;27,4;78,9;20,5;41
Sul;SC;4214508;42027438;Urbana;Estadual;88,2;13,8;92,3;21,8;58
Sul;SC;4214607;42026440;Urbana;Estadual;87,4;12,3;90,6;25,2;45,6
Sul;SC;4214706;42019095;Urbana;Estadual;75,8;15,3;80,6;29,6;52,3
Sul;SC;4214805;42022630;Urbana;Estadual;82,6;28,4;90,5;23,5;54,6
Sul;SC;4214805;42022770;Urbana;Estadual;89,5;23,9;94,1;23;88,2
Sul;SC;4214805;42022797;Urbana;Estadual;84;16,1;100;24,1;67,5
Sul;SC;4214805;42023122;Urbana;Estadual;76,8;24,3;96,4;24,3;55,8
Sul;SC;4214805;42023246;Urbana;Estadual;69,9;19,5;81,4;26,1;61,8
Sul;SC;4214805;42023254;Urbana;Privada;92,7;6,4;94,7;41,7;83,7
Sul;SC;4214805;42023262;Urbana;Privada;100;2,6;93,3;29,3;63
Sul;SC;4214805;42023270;Urbana;Privada;99,4;0,6;100;32,4;86
Sul;SC;4214805;42023297;Urbana;Estadual;59,2;29,2;94,4;27,1;57,1
Sul;SC;4214805;42023300;Urbana;Estadual;83,7;21,9;91,3;20,9;38,1
Sul;SC;4214805;42131162;Rural;Federal;94;17,6;100;27,3;96,3
Sul;SC;4214805;42133920;Urbana;Privada;95,8;4;100;25,2;76,9
Sul;SC;4214805;42140668;Urbana;Privada;99,5;0,5;93,1;73,7;78,8
Sul;SC;4214904;42010055;Urbana;Estadual;91,8;17,3;94,7;21,4;53
Sul;SC;4215000;42098629;Urbana;Estadual;79;12,7;95,2;26,4;78,5
Sul;SC;4215000;42098637;Urbana;Estadual;74,4;17,2;93,5;28,8;66,2
Sul;SC;4215000;42098661;Urbana;Estadual;90,4;18,5;86,7;20,7;80,6
Sul;SC;4215000;42195608;Urbana;Privada;98,2;0;100;18,7;84,6
Sul;SC;4215059;42036364;Urbana;Estadual;87,8;29,1;81,8;19,8;58,3
Sul;SC;4215075;42065593;Urbana;Estadual;93,5;12,4;76,5;15,5;51,1
Sul;SC;4215109;42018153;Urbana;Estadual;83,9;14,6;82,9;23,2;47,5
Sul;SC;4215208;42062578;Urbana;Estadual;89,4;21,1;100;20,3;40,5
Sul;SC;4215307;42027071;Urbana;Estadual;85,1;11,5;86,2;21,1;49,2
Sul;SC;4215356;42066743;Urbana;Estadual;88;19,5;82,4;13,7;53,9
Sul;SC;4215406;42073448;Urbana;Estadual;98,7;36,1;100;18;46,7
Sul;SC;4215455;42010160;Urbana;Estadual;78;24,2;91,3;23,6;78,6
Sul;SC;4215455;42010179;Urbana;Estadual;81,4;18,5;95,7;28,6;70,7
Sul;SC;4215455;42010390;Urbana;Estadual;71,7;39,6;100;19,2;100
Sul;SC;4215505;42074347;Urbana;Estadual;77,9;19;81;29;45,2
Sul;SC;4215505;42074835;Urbana;Estadual;81,4;15,9;88,2;25,5;53,3
Sul;SC;4215554;42067820;Urbana;Estadual;96,8;5,3;100;19;76,9
Sul;SC;4215604;42009650;Urbana;Estadual;95,3;9;91,7;11,2;52,4
Sul;SC;4215653;42078415;Urbana;Estadual;89,6;21,6;89,7;23,1;47,8
Sul;SC;4215653;42131154;Rural;Federal;92,3;17;100;29,8;100
Sul;SC;4215679;42039576;Urbana;Estadual;90,8;11,8;88,2;21,2;58,3
Sul;SC;4215679;42274265;Rural;Estadual;86,5;16,3;85,7;26,7;71,4
Sul;SC;4215687;42066735;Urbana;Estadual;86,2;21,1;100;15,6;82,1
Sul;SC;4215695;42058759;Urbana;Estadual;95,1;15;83,3;13,3;75
Sul;SC;4215703;42006163;Urbana;Estadual;96,6;15,7;92,3;22,7;86,4
Sul;SC;4215703;42006171;Rural;Estadual;96,7;15,4;92,3;19,5;60,3
Sul;SC;4215703;42006180;Urbana;Estadual;84,4;23,3;86,5;23,9;68
Sul;SC;4215703;42116040;Urbana;Privada;100;1,3;100;25,7;65,9
Sul;SC;4215752;42065798;Urbana;Estadual;91,5;5,3;100;19;75
Sul;SC;4215802;42097940;Urbana;Estadual;78,9;20,8;91,3;25,8;45,6
Sul;SC;4215802;42097959;Urbana;Estadual;64,4;28,3;90,5;29,3;66,4
Sul;SC;4215802;42098246;Urbana;Estadual;78,1;19,8;95,7;27,8;67,7
Sul;SC;4215802;42098254;Urbana;Estadual;83,1;13,3;93,3;27,6;78,1
Sul;SC;4215802;42098289;Urbana;Privada;98,8;1,2;100;28,3;80
Sul;SC;4215802;42116201;Urbana;Privada;100;0;100;28,7;71,4
Sul;SC;4215802;42118670;Urbana;Privada;98,7;1,3;100;26,3;80
Sul;SC;4215802;42134323;Urbana;Privada;100;0;90,9;11;75
Sul;SC;4215802;42152615;Urbana;Federal;86,7;9,4;97,1;33,2;76,1
Sul;SC;4215802;42154316;Urbana;Estadual;98,2;1,3;100;32,3;90,1
Sul;SC;4215802;42177804;Urbana;Privada;96,2;0;100;17;89,5
Sul;SC;4215901;42005132;Urbana;Estadual;99,1;10,6;93,8;18,8;61,1
Sul;SC;4216008;42056322;Urbana;Estadual;81,1;20,7;91,3;23,1;67,5
Sul;SC;4216008;42152119;Urbana;Federal;87,9;9,7;100;20,7;69,8
Sul;SC;4216057;42035783;Urbana;Estadual;82,5;25,8;80;18,3;49,1
Sul;SC;4216107;42086175;Urbana;Estadual;84,4;10,2;89,5;23,5;62
Sul;SC;4216206;42012856;Urbana;Privada;97,5;7,9;83,3;12,7;61,5
Sul;SC;4216206;42020867;Urbana;Federal;90,5;21,5;98,45;33,6;71,7
Sul;SC;4216206;42021723;Urbana;Estadual;82,4;26,6;66,7;19,8;45,2
Sul;SC;4216206;42021910;Urbana;Estadual;66,2;35,5;93,9;27,8;61,6
Sul;SC;4216206;42021952;Urbana;Estadual;62,3;44,3;88,9;27,4;58,6
Sul;SC;4216206;42021960;Urbana;Estadual;84,8;23,7;83,9;24,2;51,8
Sul;SC;4216206;42021979;Urbana;Privada;100;5,2;100;32;64,5
Sul;SC;4216206;42141931;Rural;Estadual;83,3;90,9;66,7;3,7;28,6
Sul;SC;4216206;42153379;Urbana;Privada;100;1,7;80;20;63,6
Sul;SC;4216206;42154715;Urbana;Privada;100;3,3;100;20,3;86,5
Sul;SC;4216255;42061105;Urbana;Estadual;95,8;11,8;93,3;24;71,4
Sul;SC;4216255;42061113;Rural;Estadual;87;11,4;95,2;14,7;72,2
Sul;SC;4216305;42081980;Rural;Estadual;90,7;11,1;81,8;15;73
Sul;SC;4216305;42082242;Urbana;Estadual;75,8;19,6;92,6;29,5;61,5
Sul;SC;4216354;42022258;Urbana;Estadual;75,6;23,9;94,7;25,7;64,5
Sul;SC;4216404;42079683;Urbana;Estadual;83,5;25,6;100;27,9;68,1
Sul;SC;4216503;42033675;Urbana;Estadual;86,5;22,5;92,85;24,6;66,5
Sul;SC;4216503;42033802;Urbana;Privada;100;0;91,7;16,7;71,4
Sul;SC;4216503;42034329;Urbana;Estadual;61,2;39,1;70;23,7;41,7
Sul;SC;4216503;42034337;Urbana;Estadual;79,3;40,9;92,3;17,6;45,5
Sul;SC;4216503;42109116;Urbana;Privada;96,1;2;63,6;17;40,5
Sul;SC;4216602;42003270;Urbana;Estadual;89,5;14,6;100;28,2;50
Sul;SC;4216602;42003300;Rural;Estadual;78,9;29;100;32,8;76,8
Sul;SC;4216602;42003512;Urbana;Estadual;75,3;34,1;96,3;22,8;76,9
Sul;SC;4216602;42003520;Urbana;Estadual;75,8;27,9;100;32,4;75,2
Sul;SC;4216602;42003555;Urbana;Privada;95,3;1,7;100;39;70,7
Sul;SC;4216602;42003571;Urbana;Privada;100;2,9;86,7;23,3;73,9
Sul;SC;4216602;42003725;Urbana;Estadual;83,3;30,8;100;23,3;55,3
Sul;SC;4216602;42003814;Urbana;Estadual;80,7;30,8;94,4;29,5;72
Sul;SC;4216602;42003830;Urbana;Estadual;87,1;32,3;91,7;30,2;62,8
Sul;SC;4216602;42003849;Urbana;Estadual;78,5;27;97,1;28,8;56,6
Sul;SC;4216602;42003881;Urbana;Estadual;77,3;28,8;98,1;29;79
Sul;SC;4216602;42003890;Urbana;Privada;98;9,7;93,3;34,3;68,2
Sul;SC;4216602;42003903;Urbana;Privada;97,7;1,4;100;39;79,4
Sul;SC;4216602;42102650;Urbana;Estadual;72,6;28;95,2;32,8;64
Sul;SC;4216602;42106184;Urbana;Federal;83,6;41;94,95;24,3;79,2
Sul;SC;4216602;42108764;Urbana;Privada;96,9;1,8;95,2;37,8;73,7
Sul;SC;4216602;42116643;Urbana;Privada;96,5;3,3;94,4;60;82,2
Sul;SC;4216602;42119529;Urbana;Privada;100;3,6;100;28;68
Sul;SC;4216602;42129257;Urbana;Estadual;80,7;23,3;94,5;28,2;70,8
Sul;SC;4216602;42134293;Urbana;Privada;79,3;34,4;100;29,1;86
Sul;SC;4216602;42134846;Urbana;Privada;95,6;3,1;90,3;47,2;62,2
Sul;SC;4216602;42135796;Urbana;Privada;97,9;3,1;94,4;32;81,8
Sul;SC;4216602;42144957;Urbana;Privada;100;2,7;100;37,7;100
Sul;SC;4216602;42153654;Urbana;Privada;98,8;1,2;87,2;54,3;60,5
Sul;SC;4216602;42156319;Urbana;Privada;96,9;5,7;100;37,1;31,9
Sul;SC;4216602;42159334;Urbana;Privada;100;15,8;91,7;9,5;64,3
Sul;SC;4216701;42064155;Rural;Estadual;97,1;5,9;100;11,3;83,3
Sul;SC;4216701;42064600;Urbana;Estadual;85,7;16,5;77,8;23,9;63,6
Sul;SC;4216800;42031613;Urbana;Estadual;88,9;30,5;94,7;21,1;60,6
Sul;SC;4216800;42031630;Rural;Estadual;79,1;33,8;88,2;16,3;75
Sul;SC;4216800;42032130;Rural;Estadual;98,7;15,1;96,15;23,2;95,8
Sul;SC;4216909;42059739;Urbana;Estadual;85,2;19,6;95,1;25,8;68,4
Sul;SC;4217006;42008174;Urbana;Estadual;84,8;16,2;90,4;25;59,1
Sul;SC;4217006;42123704;Urbana;Privada;98,8;0;87,5;28;73,9
Sul;SC;4217105;42094429;Urbana;Estadual;91,6;15,7;87,5;18,1;43,4
Sul;SC;4217154;42061318;Urbana;Estadual;97;13,4;94,7;11,2;62,5
Sul;SC;4217204;42011256;Urbana;Federal;86,2;7,7;100;34,7;100
Sul;SC;4217204;42059801;Urbana;Estadual;76,8;27,1;90,5;22,2;66,3
Sul;SC;4217204;42059828;Urbana;Estadual;89,7;9,4;93,3;10,7;55,1
Sul;SC;4217204;42060516;Urbana;Estadual;84,6;25,8;84,8;25,8;59,4
Sul;SC;4217204;42060524;Urbana;Privada;100;3,3;90,9;15;60
Sul;SC;4217204;42060532;Urbana;Privada;98,9;2,1;100;31,7;85,3
Sul;SC;4217204;42060559;Urbana;Estadual;96,9;7,7;92,3;18,6;50,4
Sul;SC;4217204;42060567;Urbana;Estadual;89,6;13,5;100;22,3;52,6
Sul;SC;4217204;42104610;Rural;Estadual;97,7;8,2;95,45;24,4;64,4
Sul;SC;4217204;42125731;Urbana;Estadual;93,5;6,3;100;18,3;60,7
Sul;SC;4217204;42156300;Urbana;Privada;100;1,7;100;29,8;82,9
Sul;SC;4217204;42161509;Urbana;Privada;100;6,3;100;16;80
Sul;SC;4217253;42003288;Urbana;Estadual;98,3;11,2;95,2;25,4;57
Sul;SC;4217303;42055717;Rural;Estadual;85,7;21,4;84,6;9,3;45,8
Sul;SC;4217303;42055954;Urbana;Estadual;87,3;11,4;84,8;21,2;59,4
Sul;SC;4217402;42093058;Urbana;Estadual;83,8;14,9;95,5;22,1;66
Sul;SC;4217402;42093082;Urbana;Estadual;92,9;13,4;90,6;28,2;67,3
Sul;SC;4217501;42050316;Rural;Estadual;96,4;7,1;78,6;9,3;56,3
Sul;SC;4217501;42050898;Urbana;Estadual;83,3;10,4;95,2;23,6;71,6
Sul;SC;4217501;42050901;Urbana;Estadual;94,3;16,8;84,6;16,8;48,1
Sul;SC;4217501;42050944;Urbana;Estadual;76,2;21,8;86,2;22,9;81,1
Sul;SC;4217550;42057213;Urbana;Estadual;88,9;22,4;92,9;12,7;91,7
Sul;SC;4217600;42012481;Urbana;Estadual;76,1;23;86,7;24,3;66,7
Sul;SC;4217600;42012813;Urbana;Privada;100;8,8;91,7;11,3;71,4
Sul;SC;4217709;42078393;Urbana;Estadual;94,7;14,4;100;24,8;65,8
Sul;SC;4217709;42078423;Urbana;Estadual;95,2;14;95,7;21,5;61,4
Sul;SC;4217709;42078873;Urbana;Privada;97,4;0;92,9;26;79,5
Sul;SC;4217709;42143330;Urbana;Estadual;79,2;26,5;94;23,4;75,3
Sul;SC;4217709;42151589;Urbana;Federal;93,4;13,2;100;34,4;98,1
Sul;SC;4217758;42057221;Urbana;Estadual;92,9;15,3;100;14,2;53,8
Sul;SC;4217808;42024897;Urbana;Estadual;92,4;11,6;92,3;23;50,4
Sul;SC;4217808;42025400;Urbana;Estadual;77,8;18,8;82,4;28,9;51,3
Sul;SC;4217907;42046122;Urbana;Estadual;87,7;16,6;81,5;19,9;57,1
Sul;SC;4217956;42061326;Urbana;Estadual;95;13,6;85,7;11,8;58,3
Sul;SC;4218004;42081181;Urbana;Estadual;74,8;29,6;91,3;27;60,9
Sul;SC;4218004;42081190;Rural;Estadual;75,3;21;81,8;20,3;53,3
Sul;SC;4218004;42081432;Urbana;Estadual;71;25,2;88,2;34,2;62,5
Sul;SC;4218004;42103770;Urbana;Privada;93,2;1,2;95;26,8;71,1
Sul;SC;4218004;42156297;Urbana;Privada;98,9;3,6;100;38,4;18,1
Sul;SC;4218004;42158818;Urbana;Privada;98;6,4;69,2;15,7;52,9
Sul;SC;4218103;42078210;Urbana;Estadual;90,5;14,1;88;27,2;57,4
Sul;SC;4218202;42018498;Urbana;Estadual;83,8;15,8;89,1;28,5;73,7
Sul;SC;4218202;42018650;Urbana;Estadual;81,6;16,1;83,3;29,8;63,5
Sul;SC;4218202;42144191;Urbana;Estadual;94,4;9,4;89,7;26,5;47,2
Sul;SC;4218202;42153603;Urbana;Privada;99;2,8;100;35,7;94,6
Sul;SC;4218251;42074851;Urbana;Estadual;86;10,6;85,4;22;45,2
Sul;SC;4218301;42089115;Urbana;Estadual;88,8;27,5;100;25,5;66,7
Sul;SC;4218301;42089255;Urbana;Estadual;86,1;27,8;96,3;25,2;65
Sul;SC;4218301;42089263;Urbana;Estadual;67,2;32,5;93,9;25,9;66,1
Sul;SC;4218350;42012490;Urbana;Estadual;84,7;16,4;94,1;24,3;50,8
Sul;SC;4218400;42009391;Urbana;Estadual;80,6;23,6;100;23,5;58,5
Sul;SC;4218509;42046955;Urbana;Estadual;79,3;27,7;77,3;23,5;31,4
Sul;SC;4218608;42024021;Urbana;Estadual;80,5;21,3;89,3;21,1;73,7
Sul;SC;4218707;42005728;Urbana;Privada;93,1;0;91,7;29;53,8
Sul;SC;4218707;42006562;Urbana;Estadual;90,7;11,7;91,3;25,6;71,8
Sul;SC;4218707;42006660;Urbana;Estadual;70,2;38,6;100;24,4;78,8
Sul;SC;4218707;42006694;Urbana;Privada;96,5;2,6;100;33,2;92,5
Sul;SC;4218707;42006708;Urbana;Privada;97,9;0;95;37,8;79,7
Sul;SC;4218707;42006716;Urbana;Estadual;93,8;8,8;87,35;23,9;78
Sul;SC;4218707;42006724;Urbana;Privada;94,4;5,3;100;25;66,7
Sul;SC;4218707;42007143;Urbana;Estadual;80,5;21,9;91,7;24,5;62,5
Sul;SC;4218707;42007151;Urbana;Estadual;82;19,7;95,8;23,1;71
Sul;SC;4218707;42007186;Rural;Estadual;77,2;16,9;88;21,1;66,3
Sul;SC;4218707;42007364;Urbana;Estadual;88,5;16,6;95,7;27,3;65
Sul;SC;4218707;42007399;Urbana;Estadual;81,6;24,3;90;24;55
Sul;SC;4218707;42142890;Urbana;Estadual;71,2;29,8;89,4;31,7;64,6
Sul;SC;4218707;42156289;Urbana;Privada;100;3,2;100;31;36
Sul;SC;4218756;42061121;Urbana;Estadual;85,7;20;90,5;21,7;88
Sul;SC;4218806;42077850;Urbana;Estadual;86,4;19,9;100;26,2;67,9
Sul;SC;4218855;42057868;Urbana;Estadual;89,6;14,1;86,7;26;62,2
Sul;SC;4218905;42036933;Urbana;Privada;100;0;90,9;15,3;47,2
Sul;SC;4218905;42036941;Urbana;Estadual;82,1;26,7;96,2;22,5;63,9
Sul;SC;4218905;42036950;Urbana;Estadual;78,7;37,3;85,7;19,7;66,7
Sul;SC;4218954;42033152;Urbana;Estadual;83,1;31,5;81,3;14,6;37
Sul;SC;4219002;42013933;Urbana;Estadual;85,9;22,6;93,1;22,4;58,6
Sul;SC;4219002;42014255;Urbana;Estadual;90,3;15,1;91,3;19,9;70,4
Sul;SC;4219002;42136490;Urbana;Privada;100;2,9;100;11,3;93,2
Sul;SC;4219101;42088291;Urbana;Estadual;71,6;12,1;93,8;24,8;56,3
Sul;SC;4219150;42045525;Urbana;Estadual;85,3;15,9;66,7;20,5;41,7
Sul;SC;4219176;42042720;Urbana;Estadual;97,2;13,9;81,8;12;83,3
Sul;SC;4219176;42042755;Urbana;Estadual;89,7;18,2;95,2;19,6;73
Sul;SC;4219200;42096804;Urbana;Estadual;90;14,9;93,1;18,3;58,6
Sul;SC;4219309;42073685;Urbana;Estadual;80,5;12,4;92,6;24,2;80,6
Sul;SC;4219309;42074142;Urbana;Estadual;54,9;34,2;93,3;27,8;58,1
Sul;SC;4219309;42074150;Urbana;Privada;96;1;100;33,7;50
Sul;SC;4219309;42074185;Urbana;Estadual;65,1;31;90,3;24,4;57
Sul;SC;4219309;42074193;Urbana;Estadual;79,2;25,5;95;16,3;58
Sul;SC;4219309;42121442;Urbana;Privada;100;1,1;100;17,8;74,5
Sul;SC;4219309;42331307;Urbana;Federal;90;13,9;100;29,6;74,5
Sul;SC;4219358;42024528;Urbana;Estadual;91,2;17,1;77,8;11,7;46,8
Sul;SC;4219358;42024536;Urbana;Estadual;88,3;18,9;94,1;15,9;53,3
Sul;SC;4219408;42025796;Urbana;Estadual;87,5;24,1;96,4;20,7;47,1
Sul;SC;4219507;42080096;Urbana;Federal;94,4;10;100;31,2;78,3
Sul;SC;4219507;42083265;Urbana;Estadual;69,9;31,6;100;21,7;92,3
Sul;SC;4219507;42083311;Urbana;Estadual;85,3;18,7;93,1;20,2;49,1
Sul;SC;4219507;42083915;Urbana;Privada;93,8;4,9;8,930,000,000,000,000;31,7;82,8
Sul;SC;4219507;42083923;Urbana;Estadual;83,5;12,8;100;19,5;55,6
Sul;SC;4219507;42084431;Urbana;Estadual;68,2;28,1;96;32,3;61
Sul;SC;4219507;42131545;Urbana;Privada;94,4;3,3;100;30,7;97
Sul;SC;4219507;42149002;Urbana;Privada;100;12,5;88,9;8;66,7
Sul;SC;4219606;42051770;Urbana;Estadual;89,4;11,7;72,2;20,6;52,4
Sul;SC;4219705;42085233;Urbana;Estadual;83,3;17,7;96,2;22,5;94,8
Sul;SC;4219705;42085497;Urbana;Estadual;70,8;25,5;89,5;18,6;78,6
Sul;SC;4219705;42085500;Urbana;Estadual;85,6;11,8;87;23,9;57,8
Sul;SC;4219705;42117569;Urbana;Privada;100;0;100;10,7;93,9
Sul;SC;4219853;42043808;Urbana;Estadual;88,2;21,2;91,7;19,7;55,2
Sul;SC;4220000;42013062;Urbana;Estadual;76,5;28,8;100;27,2;68,9
